transition,k,singular_value,normalized
L25_to_L26,15,2.3155243396759033,0.6688599586486816
L25_to_L26,16,2.2920095920562744,0.6620675325393677
L25_to_L26,17,2.281024217605591,0.6588943004608154
L25_to_L26,18,2.269134998321533,0.655460000038147
L25_to_L26,19,2.257112503051758,0.6519871950149536
L25_to_L26,20,2.252889633178711,0.6507673263549805
L25_to_L26,21,2.241950511932373,0.6476075053215027
L25_to_L26,22,2.229583978652954,0.644035279750824
L25_to_L26,23,2.215461015701294,0.6399557590484619
L25_to_L26,24,2.2069475650787354,0.6374965906143188
L25_to_L26,25,2.1981470584869385,0.6349544525146484
L25_to_L26,26,2.1820011138916016,0.6302905678749084
L25_to_L26,27,2.1796014308929443,0.6295974254608154
L25_to_L26,28,2.1707239151000977,0.6270330548286438
L25_to_L26,29,2.1675493717193604,0.6261160373687744
L25_to_L26,30,2.157188653945923,0.623123288154602
L25_to_L26,31,2.1473212242126465,0.6202729940414429
L25_to_L26,32,2.1457927227020264,0.6198314428329468
L25_to_L26,33,2.140876293182373,0.6184113025665283
L25_to_L26,34,2.1322021484375,0.6159057021141052
L25_to_L26,35,2.1309752464294434,0.6155512928962708
L25_to_L26,36,2.125223159790039,0.613889753818512
