layer,metric,PC,spearman_r,p,n
21,M2_mag_refC_diag,3,,,60000
21,M2_mag_refC_diag,4,,,60000
21,M2_mag_refC_diag,5,,,60000
22,M2_mag_refC_diag,1,,,60000
22,M2_mag_refC_diag,2,,,60000
22,M2_mag_refC_diag,3,,,60000
22,M2_mag_refC_diag,4,,,60000
22,M2_mag_refC_diag,5,,,60000
23,M2_mag_refC_diag,1,,,60000
23,M2_mag_refC_diag,2,,,60000
23,M2_mag_refC_diag,3,,,60000
23,M2_mag_refC_diag,4,,,60000
23,M2_mag_refC_diag,5,,,60000
24,M2_mag_refC_diag,1,,,60000
24,M2_mag_refC_diag,2,,,60000
24,M2_mag_refC_diag,3,,,60000
24,M2_mag_refC_diag,4,,,60000
24,M2_mag_refC_diag,5,,,60000
25,M2_mag_refC_diag,1,,,60000
25,M2_mag_refC_diag,2,,,60000
25,M2_mag_refC_diag,3,,,60000
25,M2_mag_refC_diag,4,,,60000
25,M2_mag_refC_diag,5,,,60000
26,M2_mag_refC_diag,1,,,60000
26,M2_mag_refC_diag,2,,,60000
26,M2_mag_refC_diag,3,,,60000
26,M2_mag_refC_diag,4,,,60000
26,M2_mag_refC_diag,5,,,60000
27,M2_mag_refC_diag,1,,,60000
27,M2_mag_refC_diag,2,,,60000
27,M2_mag_refC_diag,3,,,60000
27,M2_mag_refC_diag,4,,,60000
27,M2_mag_refC_diag,5,,,60000
28,M2_mag_refC_diag,1,,,60000
28,M2_mag_refC_diag,2,,,60000
28,M2_mag_refC_diag,3,,,60000
28,M2_mag_refC_diag,4,,,60000
28,M2_mag_refC_diag,5,,,60000
29,M2_mag_refC_diag,1,,,60000
29,M2_mag_refC_diag,2,,,60000
29,M2_mag_refC_diag,3,,,60000
29,M2_mag_refC_diag,4,,,60000
29,M2_mag_refC_diag,5,,,60000
30,M2_mag_refC_diag,1,,,60000
30,M2_mag_refC_diag,2,,,60000
30,M2_mag_refC_diag,3,,,60000
30,M2_mag_refC_diag,4,,,60000
30,M2_mag_refC_diag,5,,,60000
31,M2_mag_refC_diag,1,,,60000
31,M2_mag_refC_diag,2,,,60000
31,M2_mag_refC_diag,3,,,60000
31,M2_mag_refC_diag,4,,,60000
31,M2_mag_refC_diag,5,,,60000
0,M3_geo_a0.0_b1.0,1,0.04065598170425582,5.1378099356872563e-14,34263
0,M3_geo_a0.0_b1.0,2,-0.0858795650993349,4.224103522518239e-57,34263
0,M3_geo_a0.0_b1.0,3,0.044751228179779654,1.1572994815136784e-16,34263
0,M3_geo_a0.0_b1.0,4,-0.10691614582831017,1.177974198636907e-87,34263
0,M3_geo_a0.0_b1.0,5,0.09607365331760008,4.595689599805945e-71,34263
1,M3_geo_a0.0_b1.0,1,0.02839143596415416,1.4706358651378105e-07,34263
1,M3_geo_a0.0_b1.0,2,-0.017238886527829785,0.0014173972961486817,34263
1,M3_geo_a0.0_b1.0,3,0.07277877811048522,1.8168271602512374e-41,34263
1,M3_geo_a0.0_b1.0,4,-0.10705323398957681,7.076682236654032e-88,34263
1,M3_geo_a0.0_b1.0,5,0.13751211910099811,2.9318574571978963e-144,34263
2,M3_geo_a0.0_b1.0,1,0.07561331836865944,1.248127468768119e-44,34263
2,M3_geo_a0.0_b1.0,2,0.011616888032854666,0.031530611741462516,34263
2,M3_geo_a0.0_b1.0,3,0.08887327904841988,4.885040925229441e-61,34263
2,M3_geo_a0.0_b1.0,4,-0.11072539243827156,6.519247357973602e-94,34263
2,M3_geo_a0.0_b1.0,5,0.16816880965019457,9.46564998958856e-216,34263
3,M3_geo_a0.0_b1.0,1,-0.07957393324577318,2.977674420877597e-49,34263
3,M3_geo_a0.0_b1.0,2,-0.07076392848997343,2.717673803880846e-39,34263
3,M3_geo_a0.0_b1.0,3,0.0897892438421365,2.865231059241806e-62,34263
3,M3_geo_a0.0_b1.0,4,-0.07635595479122374,1.7682889521988732e-45,34263
3,M3_geo_a0.0_b1.0,5,0.17490915359801126,1.7112878975302333e-233,34263
4,M3_geo_a0.0_b1.0,1,-0.07981950259403163,1.5117658594706613e-49,34263
4,M3_geo_a0.0_b1.0,2,-0.05832271520271873,3.277596955052844e-27,34263
4,M3_geo_a0.0_b1.0,3,0.15815912320896744,9.318372875635146e-191,34263
4,M3_geo_a0.0_b1.0,4,-0.06619266286841055,1.3884856966548326e-34,34263
4,M3_geo_a0.0_b1.0,5,0.28191685212434037,0.0,34263
5,M3_geo_a0.0_b1.0,1,-0.06097663463639633,1.3571746277580584e-29,34263
5,M3_geo_a0.0_b1.0,2,-0.053032849954942084,8.956733631280017e-23,34263
5,M3_geo_a0.0_b1.0,3,0.19174031299698258,4.807501176338237e-281,34263
5,M3_geo_a0.0_b1.0,4,-0.1003957414573327,1.8378066659612607e-77,34263
5,M3_geo_a0.0_b1.0,5,0.48941706724236145,0.0,34263
6,M3_geo_a0.0_b1.0,1,0.2578251983473159,0.0,34263
6,M3_geo_a0.0_b1.0,2,-0.10231687346616514,2.1317960449493097e-80,34263
6,M3_geo_a0.0_b1.0,3,0.0668195152821247,3.27665780505043e-35,34263
6,M3_geo_a0.0_b1.0,4,-0.0005711749875460755,0.9158027905697042,34263
6,M3_geo_a0.0_b1.0,5,0.32983750071486334,0.0,34263
7,M3_geo_a0.0_b1.0,1,0.3995027246073714,0.0,34263
7,M3_geo_a0.0_b1.0,2,-0.11950659827169668,3.451341532309029e-109,34263
7,M3_geo_a0.0_b1.0,3,-0.03065160769997804,1.3883388636149873e-08,34263
7,M3_geo_a0.0_b1.0,4,0.07201273279705209,1.239918682400248e-40,34263
7,M3_geo_a0.0_b1.0,5,-0.20131859914873906,3.35446677023697e-310,34263
8,M3_geo_a0.0_b1.0,1,0.3229269003510795,0.0,34263
8,M3_geo_a0.0_b1.0,2,-0.10580168500072139,7.23663525250275e-86,34263
8,M3_geo_a0.0_b1.0,3,0.0734677303472301,3.174216551265091e-42,34263
8,M3_geo_a0.0_b1.0,4,0.0299910613203877,2.816578231058443e-08,34263
8,M3_geo_a0.0_b1.0,5,0.11365511597726158,7.077998850308305e-99,34263
9,M3_geo_a0.0_b1.0,1,0.23814524402052514,0.0,34263
9,M3_geo_a0.0_b1.0,2,-0.09146635733995981,1.4753243349754329e-64,34263
9,M3_geo_a0.0_b1.0,3,0.08589182796745085,4.072729366355894e-57,34263
9,M3_geo_a0.0_b1.0,4,0.048886421368028024,1.3771055290208413e-19,34263
9,M3_geo_a0.0_b1.0,5,0.15669064134242874,3.166222412450089e-187,34263
10,M3_geo_a0.0_b1.0,1,0.40461337346263443,0.0,34263
10,M3_geo_a0.0_b1.0,2,-0.07537195662432727,2.3458755385367275e-44,34263
10,M3_geo_a0.0_b1.0,3,0.11204234565775315,3.972396857706725e-96,34263
10,M3_geo_a0.0_b1.0,4,0.1414567112039482,1.2754404954937811e-152,34263
10,M3_geo_a0.0_b1.0,5,-0.21762480543700094,0.0,34263
11,M3_geo_a0.0_b1.0,1,0.41291148941102945,0.0,34263
11,M3_geo_a0.0_b1.0,2,-0.07694645999996451,3.687871905980137e-46,34263
11,M3_geo_a0.0_b1.0,3,0.059720295622460236,1.8783966647218658e-28,34263
11,M3_geo_a0.0_b1.0,4,0.12026117180083522,1.4778588970839832e-110,34263
11,M3_geo_a0.0_b1.0,5,-0.21742827867997053,0.0,34263
12,M3_geo_a0.0_b1.0,1,0.3568379287979153,0.0,34263
12,M3_geo_a0.0_b1.0,2,-0.08723025680445787,7.350997101609965e-59,34263
12,M3_geo_a0.0_b1.0,3,0.1307861682335462,1.44678311654783e-130,34263
12,M3_geo_a0.0_b1.0,4,0.1328995406381288,8.594821761103763e-135,34263
12,M3_geo_a0.0_b1.0,5,-0.052486649751013116,2.4352152070625257e-22,34263
13,M3_geo_a0.0_b1.0,1,0.39853234580498126,0.0,34263
13,M3_geo_a0.0_b1.0,2,-0.0817618838965212,6.589115941419671e-52,34263
13,M3_geo_a0.0_b1.0,3,0.04822062594716859,4.235660053915594e-19,34263
13,M3_geo_a0.0_b1.0,4,0.0779020115736078,2.844527626849281e-47,34263
13,M3_geo_a0.0_b1.0,5,-0.04851109479877442,2.5992452056816335e-19,34263
14,M3_geo_a0.0_b1.0,1,0.39425872016927704,0.0,34263
14,M3_geo_a0.0_b1.0,2,-0.08125690846339458,2.741757024483182e-51,34263
14,M3_geo_a0.0_b1.0,3,0.04715918439607366,2.461870731073471e-18,34263
14,M3_geo_a0.0_b1.0,4,0.09232446926865029,9.583656175212613e-66,34263
14,M3_geo_a0.0_b1.0,5,-0.08337598887571733,6.512508915463353e-54,34263
15,M3_geo_a0.0_b1.0,1,0.3271007871633157,0.0,34263
15,M3_geo_a0.0_b1.0,2,-0.10122915984963934,9.948216012933172e-79,34263
15,M3_geo_a0.0_b1.0,3,0.10157980471211336,2.895276818399873e-79,34263
15,M3_geo_a0.0_b1.0,4,0.1514647192419524,6.130543614005873e-175,34263
15,M3_geo_a0.0_b1.0,5,-0.12217433116993652,4.578112675302461e-114,34263
16,M3_geo_a0.0_b1.0,1,0.14276276963417348,1.9190814288912e-155,34263
16,M3_geo_a0.0_b1.0,2,-0.11101435089090318,2.140185723057512e-94,34263
16,M3_geo_a0.0_b1.0,3,0.16435134118768324,4.993813547491777e-206,34263
16,M3_geo_a0.0_b1.0,4,0.22728920175440154,0.0,34263
16,M3_geo_a0.0_b1.0,5,-0.14436481260905784,6.082138089620792e-159,34263
17,M3_geo_a0.0_b1.0,1,0.3381999163476756,0.0,34263
17,M3_geo_a0.0_b1.0,2,-0.10004214810683472,6.2870839997013555e-77,34263
17,M3_geo_a0.0_b1.0,3,0.10727306114270321,3.1214222483149234e-88,34263
17,M3_geo_a0.0_b1.0,4,0.11870974065297578,9.406738762098922e-108,34263
17,M3_geo_a0.0_b1.0,5,-0.11533236927261281,8.876902261581123e-102,34263
18,M3_geo_a0.0_b1.0,1,0.3393791336450105,0.0,34263
18,M3_geo_a0.0_b1.0,2,-0.10772393159892302,5.793451602888133e-89,34263
18,M3_geo_a0.0_b1.0,3,0.11699241293133261,1.0803794544287337e-104,34263
18,M3_geo_a0.0_b1.0,4,0.13570268815819758,1.6623682036872313e-140,34263
18,M3_geo_a0.0_b1.0,5,-0.09771324185041787,1.8570625567477732e-73,34263
19,M3_geo_a0.0_b1.0,1,0.3137380215071086,0.0,34263
19,M3_geo_a0.0_b1.0,2,-0.10227353380164415,2.4865259502593273e-80,34263
19,M3_geo_a0.0_b1.0,3,0.13916361103778116,9.91401775058432e-148,34263
19,M3_geo_a0.0_b1.0,4,0.1891447600102323,2.0871660543460056e-273,34263
19,M3_geo_a0.0_b1.0,5,-0.11558956813732285,3.1583775326454535e-102,34263
20,M3_geo_a0.0_b1.0,1,0.3610980725469312,0.0,34263
20,M3_geo_a0.0_b1.0,2,-0.09941280803946362,5.551640067141064e-76,34263
20,M3_geo_a0.0_b1.0,3,0.10924280152736848,1.8879216641798738e-91,34263
20,M3_geo_a0.0_b1.0,4,0.1577779882882787,7.747461705268428e-190,34263
20,M3_geo_a0.0_b1.0,5,-0.08922298226441189,1.6600527030481587e-61,34263
21,M3_geo_a0.0_b1.0,1,0.3709748567957297,0.0,34263
21,M3_geo_a0.0_b1.0,2,-0.10606673065869646,2.7286027128307805e-86,34263
21,M3_geo_a0.0_b1.0,3,0.1129591328962288,1.0995397343934502e-97,34263
21,M3_geo_a0.0_b1.0,4,0.18272128887725975,5.521464383988125e-255,34263
21,M3_geo_a0.0_b1.0,5,-0.12235931346267741,2.081590397805474e-114,34263
22,M3_geo_a0.0_b1.0,1,0.3672079171813106,0.0,34263
22,M3_geo_a0.0_b1.0,2,-0.11368060771382381,6.39933534335611e-99,34263
22,M3_geo_a0.0_b1.0,3,0.15695009658551448,7.570961340343117e-188,34263
22,M3_geo_a0.0_b1.0,4,0.23194401687332733,0.0,34263
22,M3_geo_a0.0_b1.0,5,-0.14232916033137646,1.6717374734856773e-154,34263
23,M3_geo_a0.0_b1.0,1,0.3108294112819325,0.0,34263
23,M3_geo_a0.0_b1.0,2,-0.10962787889441679,4.36345372857248e-92,34263
23,M3_geo_a0.0_b1.0,3,0.19966202168776104,4.764565513852522e-305,34263
23,M3_geo_a0.0_b1.0,4,0.32128828183112806,0.0,34263
23,M3_geo_a0.0_b1.0,5,-0.23347438049600316,0.0,34263
24,M3_geo_a0.0_b1.0,1,0.2964410199516649,0.0,34263
24,M3_geo_a0.0_b1.0,2,-0.07337443027705888,4.024033011351719e-42,34263
24,M3_geo_a0.0_b1.0,3,0.15477071994638253,1.1621226047160169e-182,34263
24,M3_geo_a0.0_b1.0,4,0.26655671116568846,0.0,34263
24,M3_geo_a0.0_b1.0,5,-0.2931292129049749,0.0,34263
25,M3_geo_a0.0_b1.0,1,0.2466176835989376,0.0,34263
25,M3_geo_a0.0_b1.0,2,-0.0649538393060547,2.3150711848229296e-33,34263
25,M3_geo_a0.0_b1.0,3,0.13007094265090102,3.7569227654271135e-129,34263
25,M3_geo_a0.0_b1.0,4,0.27428666646647276,0.0,34263
25,M3_geo_a0.0_b1.0,5,-0.2825943904790432,0.0,34263
26,M3_geo_a0.0_b1.0,1,0.28265935013591464,0.0,34263
26,M3_geo_a0.0_b1.0,2,-0.047951388562018304,6.643207289172136e-19,34263
26,M3_geo_a0.0_b1.0,3,0.11724728711891175,3.822051819126941e-105,34263
26,M3_geo_a0.0_b1.0,4,0.16203632980989718,3.018222160674746e-200,34263
26,M3_geo_a0.0_b1.0,5,-0.25336869576986704,0.0,34263
27,M3_geo_a0.0_b1.0,1,-0.3595487875887999,0.0,34263
27,M3_geo_a0.0_b1.0,2,-0.06015303249910963,7.645153072063426e-29,34263
27,M3_geo_a0.0_b1.0,3,0.149393866359131,3.435255716005468e-170,34263
27,M3_geo_a0.0_b1.0,4,0.16679097756332323,3.253539274212988e-212,34263
27,M3_geo_a0.0_b1.0,5,-0.3187115200272702,0.0,34263
28,M3_geo_a0.0_b1.0,1,-0.015005792529254533,0.005475063547668331,34263
28,M3_geo_a0.0_b1.0,2,0.07398118374144794,8.556987180905413e-43,34263
28,M3_geo_a0.0_b1.0,3,-0.001535535676380846,0.776240595589898,34263
28,M3_geo_a0.0_b1.0,4,0.21992559888211893,0.0,34263
28,M3_geo_a0.0_b1.0,5,-0.06892615463838461,2.3161293325881803e-37,34263
29,M3_geo_a0.0_b1.0,1,0.20736453555111148,0.0,34263
29,M3_geo_a0.0_b1.0,2,-0.2804089098876241,0.0,34263
29,M3_geo_a0.0_b1.0,3,-0.267595018992481,0.0,34263
29,M3_geo_a0.0_b1.0,4,-0.09348869555752427,2.2526620940591883e-67,34263
29,M3_geo_a0.0_b1.0,5,0.12075074825751819,1.8927968854724764e-111,34263
30,M3_geo_a0.0_b1.0,1,0.24821920773129094,0.0,34263
30,M3_geo_a0.0_b1.0,2,-0.11167809386745825,1.6383487578136537e-95,34263
30,M3_geo_a0.0_b1.0,3,-0.060958308646712527,1.410752660663957e-29,34263
30,M3_geo_a0.0_b1.0,4,0.05639402293721308,1.518450550314478e-25,34263
30,M3_geo_a0.0_b1.0,5,0.051237066053080496,2.310229554280716e-21,34263
31,M3_geo_a0.0_b1.0,1,0.24821920773129094,0.0,34263
31,M3_geo_a0.0_b1.0,2,-0.11167809386745825,1.6383487578136537e-95,34263
31,M3_geo_a0.0_b1.0,3,-0.060958308646712527,1.410752660663957e-29,34263
31,M3_geo_a0.0_b1.0,4,0.05639402293721308,1.518450550314478e-25,34263
31,M3_geo_a0.0_b1.0,5,0.051237066053080496,2.310229554280716e-21,34263
0,M3_geo_a0.5_b1.0,1,-0.03405449215678023,1.8739467489498987e-08,27253
0,M3_geo_a0.5_b1.0,2,0.05487155522963247,1.2474714877679667e-19,27253
0,M3_geo_a0.5_b1.0,3,0.0468780908612311,9.727921553033246e-15,27253
0,M3_geo_a0.5_b1.0,4,0.08437387810020167,3.0125278066243265e-44,27253
0,M3_geo_a0.5_b1.0,5,-0.009857976794967792,0.10365911562530897,27253
1,M3_geo_a0.5_b1.0,1,0.008588930009481386,0.15623072690407863,27253
1,M3_geo_a0.5_b1.0,2,0.08186874042400458,9.406586431154264e-42,27253
1,M3_geo_a0.5_b1.0,3,0.07973725067866609,1.0876919304314466e-39,27253
1,M3_geo_a0.5_b1.0,4,0.08713424820848643,4.393784983352909e-47,27253
1,M3_geo_a0.5_b1.0,5,0.04836169173109066,1.3704622622897648e-15,27253
2,M3_geo_a0.5_b1.0,1,0.028356916894801434,2.840569955663609e-06,27253
2,M3_geo_a0.5_b1.0,2,0.11828374241139028,1.7134022229337993e-85,27253
2,M3_geo_a0.5_b1.0,3,0.09803229855716988,3.525988150609996e-59,27253
2,M3_geo_a0.5_b1.0,4,0.07629310004822233,1.798648452526025e-36,27253
2,M3_geo_a0.5_b1.0,5,0.08921318989979592,2.794145986240511e-49,27253
3,M3_geo_a0.5_b1.0,1,-0.16481173025897194,3.2163581542758866e-165,27253
3,M3_geo_a0.5_b1.0,2,0.041997423515032495,4.037021541154074e-12,27253
3,M3_geo_a0.5_b1.0,3,0.16728012351910618,3.255583777963609e-170,27253
3,M3_geo_a0.5_b1.0,4,0.14181596083909456,2.0310830703874598e-122,27253
3,M3_geo_a0.5_b1.0,5,0.15605885536049233,3.8895634513848285e-148,27253
4,M3_geo_a0.5_b1.0,1,-0.17115473484365645,3.2683079595558376e-178,27253
4,M3_geo_a0.5_b1.0,2,0.023983138335051894,7.506279303124574e-05,27253
4,M3_geo_a0.5_b1.0,3,0.19869509931735835,1.0675215447273925e-240,27253
4,M3_geo_a0.5_b1.0,4,0.1369019461484064,3.8750544814005385e-114,27253
4,M3_geo_a0.5_b1.0,5,0.25031902584208,0.0,27253
5,M3_geo_a0.5_b1.0,1,-0.12459008384006474,1.0284396482677704e-94,27253
5,M3_geo_a0.5_b1.0,2,0.025044049197506295,3.551844544892014e-05,27253
5,M3_geo_a0.5_b1.0,3,0.2646243820021007,0.0,27253
5,M3_geo_a0.5_b1.0,4,0.09489503604485985,1.5016986492502616e-55,27253
5,M3_geo_a0.5_b1.0,5,0.4764495194350306,0.0,27253
6,M3_geo_a0.5_b1.0,1,0.1771356256665877,6.12607427445059e-191,27253
6,M3_geo_a0.5_b1.0,2,-0.011928221518615431,0.04893608578136541,27253
6,M3_geo_a0.5_b1.0,3,0.2185891693327919,4.185562774967027e-292,27253
6,M3_geo_a0.5_b1.0,4,0.16431403473234454,3.1986310900144137e-164,27253
6,M3_geo_a0.5_b1.0,5,0.345050432283768,0.0,27253
7,M3_geo_a0.5_b1.0,1,0.3441449525258141,0.0,27253
7,M3_geo_a0.5_b1.0,2,-0.02433299881874378,5.883894537812753e-05,27253
7,M3_geo_a0.5_b1.0,3,0.13567631571811495,4.0410785844000205e-112,27253
7,M3_geo_a0.5_b1.0,4,0.22208162353339944,1.1041374719586773e-301,27253
7,M3_geo_a0.5_b1.0,5,-0.17300566537912432,4.217901331975518e-182,27253
8,M3_geo_a0.5_b1.0,1,0.23902642295029458,0.0,27253
8,M3_geo_a0.5_b1.0,2,-0.013821808631988721,0.022502615162741015,27253
8,M3_geo_a0.5_b1.0,3,0.23336124296353186,0.0,27253
8,M3_geo_a0.5_b1.0,4,0.18388763496195723,7.249343506885233e-206,27253
8,M3_geo_a0.5_b1.0,5,0.15960290978384722,6.180387315890261e-155,27253
9,M3_geo_a0.5_b1.0,1,0.17755349727268824,7.596697326880797e-192,27253
9,M3_geo_a0.5_b1.0,2,0.0026929068536406405,0.6566533172295508,27253
9,M3_geo_a0.5_b1.0,3,0.24804449872520912,0.0,27253
9,M3_geo_a0.5_b1.0,4,0.17857034543892578,4.6251185370433533e-194,27253
9,M3_geo_a0.5_b1.0,5,0.20373744200692506,3.184009216570537e-253,27253
10,M3_geo_a0.5_b1.0,1,0.344060409881296,0.0,27253
10,M3_geo_a0.5_b1.0,2,0.008438719577363385,0.16359999610579976,27253
10,M3_geo_a0.5_b1.0,3,0.27042987417600745,0.0,27253
10,M3_geo_a0.5_b1.0,4,0.23965061367025775,0.0,27253
10,M3_geo_a0.5_b1.0,5,-0.08811164061781658,4.136448881752714e-48,27253
11,M3_geo_a0.5_b1.0,1,0.3597524979997381,0.0,27253
11,M3_geo_a0.5_b1.0,2,0.009009820326301848,0.13692329545796444,27253
11,M3_geo_a0.5_b1.0,3,0.22223077331058902,4.2680304212745597e-302,27253
11,M3_geo_a0.5_b1.0,4,0.2164050120955606,3.368608777350219e-286,27253
11,M3_geo_a0.5_b1.0,5,-0.08052948581080534,1.8882869173188028e-40,27253
12,M3_geo_a0.5_b1.0,1,0.29109313394332353,0.0,27253
12,M3_geo_a0.5_b1.0,2,0.0015049589890901657,0.8037981354510756,27253
12,M3_geo_a0.5_b1.0,3,0.2944336307926808,0.0,27253
12,M3_geo_a0.5_b1.0,4,0.23306659457417184,0.0,27253
12,M3_geo_a0.5_b1.0,5,0.08194724399864026,7.877830456414979e-42,27253
13,M3_geo_a0.5_b1.0,1,0.3527489698935711,0.0,27253
13,M3_geo_a0.5_b1.0,2,0.004251603191395534,0.4827751118016729,27253
13,M3_geo_a0.5_b1.0,3,0.21335020370470717,4.767363349548153e-278,27253
13,M3_geo_a0.5_b1.0,4,0.1711279273554217,3.7181455802918624e-178,27253
13,M3_geo_a0.5_b1.0,5,0.08757818019944032,1.5071652506560254e-47,27253
14,M3_geo_a0.5_b1.0,1,0.35625582729803984,0.0,27253
14,M3_geo_a0.5_b1.0,2,0.004410861593804448,0.4665300543336507,27253
14,M3_geo_a0.5_b1.0,3,0.20068300541931663,1.3517479886875441e-245,27253
14,M3_geo_a0.5_b1.0,4,0.17312289722665958,2.3838221758822492e-182,27253
14,M3_geo_a0.5_b1.0,5,0.05424802940380607,3.19668071617005e-19,27253
15,M3_geo_a0.5_b1.0,1,0.2923900143983082,0.0,27253
15,M3_geo_a0.5_b1.0,2,-0.009748871588322047,0.10753869592268823,27253
15,M3_geo_a0.5_b1.0,3,0.2559132859753513,0.0,27253
15,M3_geo_a0.5_b1.0,4,0.22453719380194453,1.6140291701678365e-308,27253
15,M3_geo_a0.5_b1.0,5,0.014653230081579262,0.015561321207841535,27253
16,M3_geo_a0.5_b1.0,1,0.12493078377078357,3.162198696150586e-95,27253
16,M3_geo_a0.5_b1.0,2,-0.020282409753887155,0.0008124766052275146,27253
16,M3_geo_a0.5_b1.0,3,0.3001845621722772,0.0,27253
16,M3_geo_a0.5_b1.0,4,0.2790356084062336,0.0,27253
16,M3_geo_a0.5_b1.0,5,-0.016121696074655727,0.007779373862280562,27253
17,M3_geo_a0.5_b1.0,1,0.31624717668405866,0.0,27253
17,M3_geo_a0.5_b1.0,2,-0.012899512539697722,0.033212525864012445,27253
17,M3_geo_a0.5_b1.0,3,0.23717212888305086,0.0,27253
17,M3_geo_a0.5_b1.0,4,0.18971482301324738,3.149241121314882e-219,27253
17,M3_geo_a0.5_b1.0,5,0.03261698258114824,7.214124724806845e-08,27253
18,M3_geo_a0.5_b1.0,1,0.3122636186531579,0.0,27253
18,M3_geo_a0.5_b1.0,2,-0.023922537666367975,7.827143074271578e-05,27253
18,M3_geo_a0.5_b1.0,3,0.23687678585269364,0.0,27253
18,M3_geo_a0.5_b1.0,4,0.1923011354975939,2.6570453912851944e-225,27253
18,M3_geo_a0.5_b1.0,5,0.049179030593083095,4.538461738690391e-16,27253
19,M3_geo_a0.5_b1.0,1,0.2854080715337892,0.0,27253
19,M3_geo_a0.5_b1.0,2,-0.02509919001038811,3.4136207516994324e-05,27253
19,M3_geo_a0.5_b1.0,3,0.25633185484738985,0.0,27253
19,M3_geo_a0.5_b1.0,4,0.2244015434771659,3.869556857324232e-308,27253
19,M3_geo_a0.5_b1.0,5,0.02407028058471956,7.066619512166125e-05,27253
20,M3_geo_a0.5_b1.0,1,0.3239469339033419,0.0,27253
20,M3_geo_a0.5_b1.0,2,-0.019635426354413746,0.0011882954767027988,27253
20,M3_geo_a0.5_b1.0,3,0.2249097898851638,1.457245708545867e-309,27253
20,M3_geo_a0.5_b1.0,4,0.19467155067535719,6.024866149763889e-231,27253
20,M3_geo_a0.5_b1.0,5,0.05007685394122149,1.3201892309070649e-16,27253
21,M3_geo_a0.5_b1.0,1,0.3328666137470793,0.0,27253
21,M3_geo_a0.5_b1.0,2,-0.025627768803195106,2.3238937024895315e-05,27253
21,M3_geo_a0.5_b1.0,3,0.21498591733205402,2.136281606435267e-282,27253
21,M3_geo_a0.5_b1.0,4,0.2032691073152015,4.793637797903296e-252,27253
21,M3_geo_a0.5_b1.0,5,0.020501529638168876,0.0007125818137899998,27253
22,M3_geo_a0.5_b1.0,1,0.33718567379675113,0.0,27253
22,M3_geo_a0.5_b1.0,2,-0.04090095150665061,1.4318726778190177e-11,27253
22,M3_geo_a0.5_b1.0,3,0.2520740875320466,0.0,27253
22,M3_geo_a0.5_b1.0,4,0.2416574393677639,0.0,27253
22,M3_geo_a0.5_b1.0,5,0.006155026742076729,0.30959865353449617,27253
23,M3_geo_a0.5_b1.0,1,0.26936850897811193,0.0,27253
23,M3_geo_a0.5_b1.0,2,-0.0430246259908974,1.197338918785465e-12,27253
23,M3_geo_a0.5_b1.0,3,0.2943690591292055,0.0,27253
23,M3_geo_a0.5_b1.0,4,0.3183511023888671,0.0,27253
23,M3_geo_a0.5_b1.0,5,-0.09647918703196406,2.2850407286455845e-57,27253
24,M3_geo_a0.5_b1.0,1,0.31031788309351543,0.0,27253
24,M3_geo_a0.5_b1.0,2,-0.032440381346139434,8.481251251232544e-08,27253
24,M3_geo_a0.5_b1.0,3,0.27529725283534673,0.0,27253
24,M3_geo_a0.5_b1.0,4,0.30731974260405837,0.0,27253
24,M3_geo_a0.5_b1.0,5,-0.09486178560675135,1.638359661310868e-55,27253
25,M3_geo_a0.5_b1.0,1,0.27410183041465985,0.0,27253
25,M3_geo_a0.5_b1.0,2,-0.02987267685907879,8.122529743636635e-07,27253
25,M3_geo_a0.5_b1.0,3,0.23563278192526693,0.0,27253
25,M3_geo_a0.5_b1.0,4,0.29013690304415046,0.0,27253
25,M3_geo_a0.5_b1.0,5,-0.10901359959490643,7.964010843945338e-73,27253
26,M3_geo_a0.5_b1.0,1,0.3489482443454446,0.0,27253
26,M3_geo_a0.5_b1.0,2,-0.014281892052337536,0.01838677537529443,27253
26,M3_geo_a0.5_b1.0,3,0.21272878038906107,2.093330451316546e-276,27253
26,M3_geo_a0.5_b1.0,4,0.17582017559601296,4.228559560462437e-188,27253
26,M3_geo_a0.5_b1.0,5,-0.03428761187346697,1.4982001294599798e-08,27253
27,M3_geo_a0.5_b1.0,1,-0.1362329207450178,4.9234960737211427e-113,27253
27,M3_geo_a0.5_b1.0,2,-0.030455067945227836,4.940600535988105e-07,27253
27,M3_geo_a0.5_b1.0,3,0.28854929760144865,0.0,27253
27,M3_geo_a0.5_b1.0,4,0.2099122321902981,5.0118959486575414e-269,27253
27,M3_geo_a0.5_b1.0,5,-0.126681672261569,7.000492412640361e-98,27253
28,M3_geo_a0.5_b1.0,1,-0.05103503048813512,3.4502717691766266e-17,27253
28,M3_geo_a0.5_b1.0,2,0.13194535525016532,4.3134268249108215e-106,27253
28,M3_geo_a0.5_b1.0,3,0.09384498944535839,2.3156617821721012e-54,27253
28,M3_geo_a0.5_b1.0,4,0.157787253158406,1.9685515451934334e-151,27253
28,M3_geo_a0.5_b1.0,5,-0.050037368025951025,1.3945065370261025e-16,27253
29,M3_geo_a0.5_b1.0,1,0.06694008605084541,1.9029280543133807e-28,27253
29,M3_geo_a0.5_b1.0,2,-0.19177187511727428,4.7263424909317485e-224,27253
29,M3_geo_a0.5_b1.0,3,-0.21440907785876057,7.368221073001032e-281,27253
29,M3_geo_a0.5_b1.0,4,-0.0778280850612956,6.88835034147635e-38,27253
